Date,Close
2025-01-02,56.2009
2025-01-03,56.0376
2025-01-06,55.0483
2025-01-07,55.0963
2025-01-08,55.9032
2025-01-10,54.4239
2025-01-13,54.7313
2025-01-14,55.5093
2025-01-15,56.1625
2025-01-16,57.6994
2025-01-17,58.1604
2025-01-21,58.5927
2025-01-22,56.758
2025-01-23,56.3738
2025-01-24,56.4507
2025-01-27,57.6321
2025-01-28,56.5467
2025-01-29,56.2778
2025-01-30,56.9982
2025-01-31,57.0437
2025-02-03,57.4215
2025-02-04,57.3925
2025-02-05,57.8672
2025-02-06,57.6831
2025-02-07,57.6153
2025-02-10,58.0028
2025-02-11,58.4291
2025-02-12,58.7391
2025-02-13,59.1945
2025-02-14,59.4173
2025-02-18,59.7467
2025-02-19,59.7176
2025-02-20,59.6982
2025-02-21,60.8511
2025-02-24,61.8587
2025-02-25,61.7618
2025-02-26,61.9846
2025-02-27,61.8587
2025-02-28,62.5175
2025-03-03,63.9804
2025-03-04,62.2559
2025-03-05,61.4615
2025-03-06,60.2602
2025-03-07,60.5411
2025-03-10,61.2968
2025-03-11,60.6671
2025-03-12,60.2408
2025-03-13,60.2892
2025-03-14,60.9868
2025-03-17,61.5487
2025-03-18,61.3743
2025-03-19,61.5293
2025-03-20,61.5681
2025-03-21,61.0836
2025-03-24,61.0158
2025-03-25,60.1633
2025-03-26,60.8996
2025-03-27,61.1515
2025-03-28,61.5971
2025-03-31,62.3431
2025-04-01,62.4109
2025-04-02,62.4787
2025-04-03,62.8275
2025-04-04,59.4464
2025-04-07,57.9447
2025-04-08,56.9565
2025-04-09,58.5357
2025-04-10,58.3322
2025-04-11,58.7004
2025-04-14,59.8823
2025-04-15,59.6789
2025-04-16,58.5357
2025-04-17,58.9038
2025-04-21,57.4409
2025-04-22,59.1266
2025-04-23,59.3204
2025-04-24,59.4173
2025-04-25,58.8457
2025-04-28,59.0007
2025-04-29,59.6886
2025-04-30,59.627
2025-05-01,59.1484
2025-05-02,59.754
2025-05-05,59.5782
2025-05-06,59.6954
2025-05-07,60.3694
2025-05-08,59.6954
2025-05-09,60.3304
2025-05-12,58.1422
2025-05-13,59.0604
2025-05-14,59.0702
2025-05-15,60.2815
2025-05-16,61.0337
2025-05-19,61.6296
2025-05-20,61.6979
2025-05-21,60.428
2025-05-22,59.7931
2025-05-23,60.2913
2025-05-27,60.809
2025-05-28,59.9396
2025-05-29,60.4183
2025-05-30,60.7895
2025-06-02,60.6332
2025-06-03,60.5062
2025-06-04,59.2754
2025-06-05,58.9237
2025-06-06,59.08
2025-06-09,59.08
2025-06-10,59.4512
2025-06-11,59.7149
2025-06-12,60.1057
2025-06-13,59.6661
2025-06-16,59.0604
2025-06-17,58.699
2025-06-18,58.6209
2025-06-20,59.1386
2025-06-23,59.9201
2025-06-24,59.7442
2025-06-25,58.699
2025-06-26,58.9237
2025-06-27,58.953
2025-06-30,59.0702
2025-07-01,59.9396
2025-07-02,59.3535
2025-07-03,60.1057
2025-07-07,60.516
2025-07-08,59.8419
2025-07-09,60.2913
2025-07-10,61.1509
2025-07-11,60.6429
2025-07-14,61.1411
2025-07-15,60.4183
2025-07-16,61.4147
2025-07-17,61.7566
2025-07-18,62.6455
2025-07-21,63.0655
2025-07-22,64.2182
2025-07-23,63.3488
2025-07-24,63.7005
2025-07-25,63.4367
2025-07-28,62.3524
2025-07-29,63.0069
2025-07-30,63.4954
2025-07-31,64.0044
2025-08-01,64.4572
2025-08-04,65.3138
2025-08-05,65.048
2025-08-06,64.7526
2025-08-07,65.0972
2025-08-08,64.6246
2025-08-11,64.3096
2025-08-12,63.7976
2025-08-13,64.3588
2025-08-14,63.7188
2025-08-15,63.6204
2025-08-18,63.4333
2025-08-19,64.9987
2025-08-20,65.3039
2025-08-21,65.0873
2025-08-22,65.934
2025-08-25,65.1562
2025-08-26,64.6935
2025-08-27,64.7821
2025-08-28,64.0142
2025-08-29,64.0634
2025-09-02,63.6598
2025-09-03,63.5219
2025-09-04,63.7188
2025-09-05,63.6204
2025-09-08,63.0592
2025-09-09,63.0198
2025-09-10,63.0001
2025-09-11,63.6598
2025-09-12,63.8567
2025-09-15,63.7287
2025-09-16,62.6358
2025-09-17,62.8721
2025-09-18,62.7934
2025-09-19,63.1773
2025-09-22,63.2266
2025-09-23,63.837
2025-09-24,64.4572
2025-09-25,64.1914
2025-09-26,65.048
2025-09-29,65.747
2025-09-30,66.3672
2025-10-01,66.0719
2025-10-02,65.2842
2025-10-03,65.7667
2025-10-06,67.0662
2025-10-07,67.017
2025-10-08,66.8201
2025-10-09,66.1999
2025-10-10,66.702
2025-10-13,66.6134
2025-10-14,67.273
2025-10-15,67.5684
2025-10-16,66.5543
2025-10-17,67.017
2025-10-20,67.529
2025-10-21,67.1647
2025-10-22,67.4994
2025-10-23,67.5388
2025-10-24,67.9031
2025-10-27,67.7948
2025-10-28,66.9284
2025-10-29,66.7413
2025-10-30,66.8792
2025-10-31,66.281
2025-11-03,65.9339
