Date,Close
2024-01-02,78.14293670654297
2024-01-03,75.5234603881836
2024-01-04,76.16632843017578
2024-01-05,75.8401107788086
2024-01-08,76.06078338623047
2024-01-09,76.60771179199219
2024-01-10,77.2218017578125
2024-01-11,77.39452362060547
2024-01-12,77.8262939453125
2024-01-16,77.70155334472656
2024-01-17,76.87637329101562
2024-01-18,77.3177490234375
2024-01-19,77.92223358154297
2024-01-22,78.79539489746094
2024-01-23,78.53633880615234
2024-01-24,77.07786560058594
2024-01-25,77.97982025146484
2024-01-26,77.64398193359375
2024-01-29,78.34443664550781
2024-01-30,76.79354095458984
2024-01-31,74.7610092163086
2024-02-01,76.6490249633789
2024-02-02,75.45455932617188
2024-02-05,74.26007080078125
2024-02-06,75.34859466552734
2024-02-07,76.90912628173828
2024-02-08,77.3040771484375
2024-02-09,77.58343505859375
2024-02-12,78.2962646484375
2024-02-13,76.34078216552734
2024-02-14,78.19029235839844
2024-02-15,78.02653503417969
2024-02-16,77.14994049072266
2024-02-20,76.71646881103516
2024-02-21,77.2848129272461
2024-02-22,77.65086364746094
2024-02-23,78.41185760498047
2024-02-26,78.59487915039062
2024-02-27,79.27882385253906
2024-02-28,79.84716033935547
2024-02-29,79.85679626464844
2024-03-01,80.8586196899414
2024-03-04,81.97602844238281
2024-03-05,80.61780548095703
2024-03-06,81.39806365966797
2024-03-07,83.46912384033203
2024-03-08,82.66960906982422
2024-03-11,82.17832946777344
2024-03-12,82.77556610107422
2024-03-13,82.99711608886719
2024-03-14,83.44024658203125
2024-03-15,83.89297485351562
2024-03-18,82.70813751220703
2024-03-19,83.5943603515625
2024-03-20,84.42277526855469
2024-03-21,86.58055877685547
2024-03-22,86.00259399414062
2024-03-25,84.80811309814453
2024-03-26,84.65397644042969
2024-03-27,85.58837890625
2024-03-28,86.17597198486328
2024-04-01,85.80992889404297
2024-04-02,85.29938507080078
2024-04-03,85.39572143554688
2024-04-04,83.94115447998047
2024-04-05,84.32646179199219
2024-04-08,83.77738189697266
2024-04-09,83.29574584960938
2024-04-10,82.3902359008789
2024-04-11,82.98748779296875
2024-04-12,83.32464599609375
2024-04-15,82.02420806884766
2024-04-16,82.26502990722656
2024-04-17,83.28610229492188
2024-04-18,83.5076675415039
2024-04-19,82.91043090820312
2024-04-22,83.70995330810547
2024-04-23,84.69251251220703
2024-04-24,83.80628967285156
2024-04-25,79.77973937988281
2024-04-26,80.15541076660156
2024-04-29,81.52855682373047
2024-04-30,80.10706329345703
2024-05-01,80.05870819091797
2024-05-02,80.79364013671875
2024-05-03,81.52855682373047
2024-05-06,82.34085845947266
2024-05-07,82.40855407714844
2024-05-08,82.75667572021484
2024-05-09,83.5399398803711
2024-05-10,83.5302734375
2024-05-13,83.2208251953125
2024-05-14,83.54961395263672
2024-05-15,83.90740966796875
2024-05-16,82.5439224243164
2024-05-17,82.85337829589844
2024-05-20,82.97908020019531
2024-05-21,82.9113998413086
2024-05-22,82.26349639892578
2024-05-23,81.2964859008789
2024-05-24,81.98306274414062
2024-05-28,79.81695556640625
2024-05-29,78.43412780761719
2024-05-30,79.35279846191406
2024-05-31,80.88067626953125
2024-06-03,79.48817443847656
2024-06-04,78.56951904296875
2024-06-05,79.37213897705078
2024-06-06,78.21172332763672
2024-06-07,78.4051284790039
2024-06-10,78.79193115234375
2024-06-11,78.8982925415039
2024-06-12,80.83232116699219
2024-06-13,80.90966796875
2024-06-14,79.73960876464844
2024-06-17,80.91934967041016
2024-06-18,81.44154357910156
2024-06-20,81.15143585205078
2024-06-21,81.36418151855469
2024-06-24,81.64461517333984
2024-06-25,80.19409942626953
2024-06-26,79.66223907470703
2024-06-27,79.3141098022461
2024-06-28,79.08203125
2024-07-01,77.53482055664062
2024-07-02,78.22140502929688
2024-07-03,78.36644744873047
2024-07-05,77.8249282836914
2024-07-08,78.38578796386719
2024-07-09,78.06668090820312
2024-07-10,80.25211334228516
2024-07-11,83.24018096923828
2024-07-12,84.93244171142578
2024-07-15,84.90343475341797
2024-07-16,88.94554138183594
2024-07-17,87.1662368774414
2024-07-18,86.08319091796875
2024-07-19,85.08716583251953
2024-07-22,85.88011169433594
2024-07-23,77.81526184082031
2024-07-24,78.0956802368164
2024-07-25,79.46883392333984
2024-07-26,81.7123031616211
2024-07-29,81.7123031616211
2024-07-30,82.63095092773438
2024-07-31,82.54359436035156
2024-08-01,80.11698913574219
2024-08-02,79.9811019897461
2024-08-05,79.25312042236328
2024-08-06,79.26283264160156
2024-08-07,77.91362762451172
2024-08-08,78.1271743774414
2024-08-09,77.91362762451172
2024-08-12,76.55473327636719
2024-08-13,77.23416900634766
2024-08-14,77.41859436035156
2024-08-15,77.89421081542969
2024-08-16,77.31183624267578
2024-08-19,78.33100891113281
2024-08-20,78.4280776977539
2024-08-21,79.47637176513672
2024-08-22,78.74838256835938
2024-08-23,80.11698913574219
2024-08-26,79.9422836303711
2024-08-27,79.35989379882812
2024-08-28,79.43753814697266
2024-08-29,79.68991088867188
2024-08-30,81.26234436035156
2024-09-03,78.87457275390625
2024-09-04,77.99127960205078
2024-09-05,75.5743637084961
2024-09-06,74.65226745605469
2024-09-09,75.6034927368164
2024-09-10,76.37030792236328
2024-09-11,76.1567611694336
2024-09-12,77.06916046142578
2024-09-13,77.6224365234375
2024-09-16,79.30164337158203
2024-09-17,80.04904174804688
2024-09-18,80.45672607421875
2024-09-19,81.81562805175781
2024-09-20,80.45672607421875
2024-09-23,81.51471710205078
2024-09-24,83.22305297851562
2024-09-25,83.32011413574219
2024-09-26,86.68824768066406
2024-09-27,87.93067169189453
2024-09-30,87.1929931640625
2024-10-01,86.32911682128906
2024-10-02,85.44583129882812
2024-10-03,84.94110870361328
2024-10-04,84.8343276977539
2024-10-07,85.56230926513672
2024-10-08,83.9122085571289
2024-10-09,85.10610961914062
2024-10-10,83.72779846191406
2024-10-11,78.49601745605469
2024-10-14,80.19464111328125
2024-10-15,78.57366943359375
2024-10-16,77.87480926513672
2024-10-17,76.43824768066406
2024-10-18,76.43824768066406
2024-10-21,76.29264068603516
2024-10-22,75.91411590576172
2024-10-23,75.03081512451172
2024-10-24,75.06963348388672
2024-10-25,74.61344146728516
2024-10-28,74.73961639404297
2024-10-29,74.10869598388672
2024-10-30,73.6816177368164
2024-10-31,73.22337341308594
2024-11-01,73.51587677001953
2024-11-04,73.26235961914062
2024-11-05,74.02286529541016
2024-11-06,74.30562591552734
2024-11-07,74.13011932373047
2024-11-08,72.98936462402344
2024-11-11,73.22337341308594
2024-11-12,71.31234741210938
2024-11-13,71.28308868408203
2024-11-14,71.17583465576172
2024-11-15,70.42508697509766
2024-11-18,70.34707641601562
2024-11-19,69.62557220458984
2024-11-20,69.95706939697266
2024-11-21,71.14659881591797
2024-11-22,71.60484313964844
2024-11-25,73.54511260986328
2024-11-26,72.05335235595703
2024-11-27,72.24835968017578
2024-11-29,72.62860107421875
2024-12-02,72.78461456298828
2024-12-03,72.17034149169922
2024-12-04,71.7608413696289
2024-12-05,70.51283264160156
2024-12-06,70.79559326171875
2024-12-09,72.0436019897461
2024-12-10,71.15633392333984
2024-12-11,71.058837890625
2024-12-12,70.8150863647461
2024-12-13,70.6785888671875
2024-12-16,70.09358215332031
2024-12-17,69.04056549072266
2024-12-18,67.18804931640625
2024-12-19,66.72978973388672
2024-12-20,67.00279235839844
2024-12-23,66.8467788696289
2024-12-24,67.16854095458984
2024-12-26,67.16854095458984
2024-12-27,66.72004699707031
2024-12-30,66.32027435302734
2024-12-31,66.50553894042969
2025-01-02,65.64752197265625
2025-01-03,66.88578033447266
2025-01-06,67.17829132080078
2025-01-07,66.5932846069336
2025-01-08,66.96379089355469
2025-01-10,65.89128112792969
2025-01-13,66.9150390625
2025-01-14,69.46957397460938
2025-01-15,69.17707061767578
2025-01-16,69.6158218383789
2025-01-17,70.01557159423828
2025-01-21,70.87358093261719
2025-01-22,69.19657135009766
2025-01-23,69.48906707763672
2025-01-24,68.80655670166016
2025-01-27,69.64507293701172
2025-01-28,68.12406158447266
2025-01-29,67.49029541015625
2025-01-30,65.6280288696289
2025-01-31,65.951416015625
2025-02-03,65.69661712646484
2025-02-04,64.34428405761719
2025-02-05,64.3246841430664
2025-02-06,64.19728088378906
2025-02-07,63.85430145263672
2025-02-10,64.41287994384766
2025-02-11,64.6480712890625
2025-02-12,63.94248962402344
2025-02-13,64.6774673461914
2025-02-14,64.89305114746094
2025-02-18,64.403076171875
2025-02-19,66.01020812988281
2025-02-20,65.45162963867188
2025-02-21,64.65786743164062
2025-02-24,64.9028549194336
2025-02-25,65.64761352539062
2025-02-26,64.8342514038086
2025-02-27,64.6186752319336
2025-02-28,65.14784240722656
2025-03-03,65.04984283447266
2025-03-04,64.29528045654297
2025-03-05,65.16744232177734
2025-03-06,66.86278533935547
2025-03-07,68.01913452148438
2025-03-10,68.21511840820312
2025-03-11,65.76522064208984
2025-03-12,64.3246841430664
2025-03-13,64.13848114013672
2025-03-14,65.51042175292969
2025-03-17,66.13760375976562
2025-03-18,66.30420684814453
2025-03-19,66.24539947509766
2025-03-20,65.37322998046875
2025-03-21,65.16744232177734
2025-03-24,65.04004669189453
2025-03-25,65.39282989501953
2025-03-26,66.00040435791016
2025-03-27,65.5594253540039
2025-03-28,64.29528045654297
2025-03-31,64.05028533935547
2025-04-01,64.28547668457031
2025-04-02,64.79505920410156
2025-04-03,62.38434982299805
2025-04-04,60.74781799316406
2025-04-07,59.424861907958984
2025-04-08,58.43510818481445
2025-04-09,61.306396484375
2025-04-10,61.61018371582031
2025-04-11,63.20751953125
2025-04-14,63.89349365234375
2025-04-15,62.57054138183594
2025-04-16,61.60038757324219
2025-04-17,61.87477111816406
2025-04-21,60.47342300415039
2025-04-22,62.678340911865234
2025-04-23,62.53135299682617
2025-04-24,63.991493225097656
2025-04-25,63.68769836425781
2025-04-28,63.48190689086914
2025-04-29,65.67701721191406
2025-04-30,66.83927154541016
2025-05-01,66.39604187011719
2025-05-02,67.42039489746094
2025-05-05,67.31205749511719
2025-05-06,66.45514678955078
2025-05-07,65.92326354980469
2025-05-08,66.98702239990234
2025-05-09,67.26280975341797
2025-05-12,69.4001693725586
2025-05-13,69.0652847290039
2025-05-14,67.32190704345703
2025-05-15,68.37580108642578
2025-05-16,69.45925903320312
2025-05-19,69.44941711425781
2025-05-20,68.57280731201172
2025-05-21,66.11040496826172
2025-05-22,66.35664367675781
2025-05-23,66.01190948486328
2025-05-27,67.5385971069336
2025-05-28,63.263877868652344
2025-05-29,63.75636291503906
2025-05-30,63.34267044067383
2025-06-02,62.062225341796875
2025-06-03,63.03733825683594
2025-06-04,63.33282470703125
2025-06-05,62.8403434753418
2025-06-06,63.372215270996094
2025-06-09,63.8548469543457
2025-06-10,64.75115966796875
2025-06-11,64.4458236694336
2025-06-12,63.28357696533203
2025-06-13,62.85019302368164
2025-06-16,63.35251998901367
2025-06-17,62.2789192199707
2025-06-18,62.13117980957031
2025-06-20,61.796287536621094
2025-06-23,63.17522430419922
2025-06-24,63.96319580078125
2025-06-25,64.06169891357422
2025-06-26,63.69725036621094
2025-06-27,64.66251373291016
2025-06-30,64.58372497558594
2025-07-01,66.74078369140625
2025-07-02,67.0658187866211
2025-07-03,66.89836883544922
2025-07-07,67.03626251220703
2025-07-08,67.43024444580078
2025-07-09,68.4546127319336
2025-07-10,69.41001892089844
2025-07-11,68.04092407226562
2025-07-14,67.81438446044922
2025-07-15,66.22859954833984
2025-07-16,67.02642059326172
2025-07-17,69.68580627441406
2025-07-18,69.2425765991211
2025-07-21,68.03107452392578
2025-07-22,70.0305404663086
2025-07-23,70.30632781982422
2025-07-24,72.82781982421875
2025-07-25,70.9760971069336
2025-07-28,69.96159362792969
2025-07-29,70.56242370605469
2025-07-30,69.76460266113281
2025-07-31,70.06151580810547
2025-08-01,69.6854248046875
2025-08-04,69.61614227294922
2025-08-05,69.59635162353516
2025-08-06,69.83387756347656
2025-08-07,69.89326477050781
