Date,Close
2025-01-02,175.7869
2025-01-03,177.4787
2025-01-06,180.5182
2025-01-07,178.9149
2025-01-08,177.1935
2025-01-10,172.4228
2025-01-13,177.3804
2025-01-14,181.6986
2025-01-15,187.5611
2025-01-16,185.3577
2025-01-17,187.8463
2025-01-21,190.0497
2025-01-22,197.6434
2025-01-23,200.6927
2025-01-24,200.2009
2025-01-27,199.1976
2025-01-28,199.7976
2025-01-29,200.5747
2025-01-30,201.2731
2025-01-31,200.3779
2025-02-03,197.6237
2025-02-04,196.8467
2025-02-05,200.4468
2025-02-06,203.26
2025-02-07,199.8861
2025-02-10,195.5384
2025-02-11,196.0204
2025-02-12,193.3252
2025-02-13,194.0826
2025-02-14,198.8533
2025-02-18,200.0767
2025-02-19,207.0024
2025-02-20,202.6122
2025-02-21,197.5116
2025-02-24,197.2354
2025-02-25,191.306
2025-02-26,194.1276
2025-02-27,194.3348
2025-02-28,197.8569
2025-03-03,193.5455
2025-03-04,182.417
2025-03-05,183.4529
2025-03-06,173.7648
2025-03-07,170.8445
2025-03-10,161.6694
2025-03-11,163.1789
2025-03-12,168.1611
2025-03-13,163.8892
2025-03-14,169.562
2025-03-17,163.0408
2025-03-18,166.5135
2025-03-19,170.2822
2025-03-20,172.1271
2025-03-21,172.4724
2025-03-24,178.4313
2025-03-25,179.9901
2025-03-26,177.4151
2025-03-27,175.7577
2025-03-28,171.1997
2025-03-31,176.8922
2025-04-01,175.8268
2025-04-02,179.7336
2025-04-03,161.8371
2025-04-04,148.548
2025-04-07,152.593
2025-04-08,150.3042
2025-04-09,172.5612
2025-04-10,159.9824
2025-04-11,158.8084
2025-04-14,160.3376
2025-04-15,161.3439
2025-04-16,157.9106
2025-04-17,160.5842
2025-04-21,162.9421
2025-04-22,167.9144
2025-04-23,174.0904
2025-04-24,182.565
2025-04-25,180.2762
2025-04-28,180.6708
2025-04-29,180.6215
2025-04-30,177.8393
2025-05-01,177.7999
2025-05-02,185.3077
2025-05-05,185.3767
2025-05-06,183.2162
2025-05-07,184.0449
2025-05-08,186.9553
2025-05-09,185.2386
2025-05-12,197.2649
2025-05-13,198.3403
2025-05-14,194.5913
2025-05-15,194.8478
2025-05-16,194.5716
2025-05-19,194.759
